"address","price","postal_code","residence_type","floor_size","number_of_bathrooms","number_of_bedrooms","street_address","latitude","longitude","year_built","garage","pool","house_type"
"18 Evans St #1, Boston, MA 02124 - Condo For Sale","580000","2124","SingleFamilyResidence","1684","1 / 1","2","18 Evans St #1","42.282757","-71.077456","2022","0","0.09 acres","condominium"
"8 Kemble Pl #1, Boston, MA 02127 - Condo For Sale","1799000","2127","SingleFamilyResidence","2602","3 / 1","3","8 Kemble Pl #1","42.337775","-71.02779","2022","1","0.02 acres","condominium"
"8 Kemble Pl, Boston, MA 02127 - Single-Family Home For Sale","1799000","2127","SingleFamilyResidence","2602","3 / 1","3","8 Kemble Pl","42.337775","-71.02779","2022","1","0.02 acres","multi-story"
"492 Beacon St #56, Boston, MA 02115 - Condo For Sale","2695000","2115","SingleFamilyResidence","1445","2","3","492 Beacon St #56","42.351363","-71.089263","1890","1","0.03 acres","condominium"
"1 Huntington Ave #404, Boston, MA 02116 - Condo For Sale","3799000","2116","SingleFamilyResidence","1905","2 / 1","2","1 Huntington Ave #404","42.348698","-71.078213","1999","2","No","condominium"
"19 Wiget St #103, Boston, MA 02113 - Condo For Sale","409900","2113","SingleFamilyResidence","430","1","1","19 Wiget St #103","42.364222","-71.056416","1900","0","0.01 acres","condominium"
"64 Alpine St #403, Boston, MA 02119 - Condo For Sale","759000","2119","SingleFamilyResidence","1170","1","2","64 Alpine St #403","42.325164","-71.085442","2023","0","0.13 acres","condominium"
"2 Avery St, Boston, MA 02111 - Land For Sale","215000","2111","SingleFamilyResidence","0","0","0","2 Avery St","42.35287","-71.062998","not available","0","No","land"
"85 E India Row #40E, Boston, MA 02110 - Home For Sale","860000","2110","SingleFamilyResidence","863","1","1","85 E India Row #40E","42.358122","-71.049823","1970","0","community-pool","home"
"40 Traveler St #602, Boston, MA 02118 - Condo For Sale","1049900","2118","SingleFamilyResidence","1144","2","2","40 Traveler St #602","42.344318","-71.062452","2018","1","No","condominium"
"165 Tremont St #902, Boston, MA 02111 - Condo For Sale","1349000","2111","SingleFamilyResidence","1019","2","2","165 Tremont St #902","42.353939","-71.063682","2003","1","0.02 acres","condominium"
"2 Avery St #20H, Boston, MA 02111 - Condo For Sale","2100000","2111","SingleFamilyResidence","1573","2 / 1","2","2 Avery St #20H","42.35287","-71.062998","2000","1","No","condominium"
"38 Moreland St #4, Boston, MA 02119 - Condo For Sale","479900","2119","SingleFamilyResidence","1059","1","2","38 Moreland St #4","42.32519","-71.08067","1899","0","0.02 acres","condominium"
"35 Elmore St #2, Boston, MA 02119 - Condo For Sale","547900","2119","SingleFamilyResidence","1267","2","3","35 Elmore St #2","42.319871","-71.090881","1885","0","0.03 acres","condominium"
"141 Dorchester Ave #214, Boston, MA 02127 - Condo For Sale","799000","2127","SingleFamilyResidence","1032","1","1","141 Dorchester Ave #214","42.3421","-71.05731","2007","1","community-pool","condominium"
"776 Boylston St #E10G, Boston, MA 02199 - Condo For Sale","3990000","2199","SingleFamilyResidence","1879","2","2","776 Boylston St #E10G","42.348728","-71.081696","2008","1","No","condominium"
"43 Withington St #3, Boston, MA 02124 - Condo For Sale","639900","2124","SingleFamilyResidence","1220","2","2","43 Withington St #3","42.288073","-71.072916","2023","0","No","condominium"
"9-13 Hewins Street, Boston, MA 02121 - Land For Sale","524900","2121","SingleFamilyResidence","0","0","0","9-13 Hewins Street","42.303395","-71.082624","not available","0","0.12 acres","land"
"505 Tremont St #904, Boston, MA 02116 - Condo For Sale","4625000","2116","SingleFamilyResidence","2258","2 / 1","2","505 Tremont St #904","42.344967","-71.070588","2004","2","No","condominium"
"534 Beacon St #103, Boston, MA 02215 - Home For Sale","569000","2215","SingleFamilyResidence","494","1","1","534 Beacon St #103","42.350583","-71.091328","1900","0","No","home"
"40 Fay St #604, Boston, MA 02118 - Home For Sale","825000","2118","SingleFamilyResidence","938","1","1","40 Fay St #604","42.343326","-71.064796","2006","1","0.02 acres","home"
"59 Rutland St #1, Boston, MA 02118 - Condo For Sale","2300000","2118","SingleFamilyResidence","2037","2 / 1","2","59 Rutland St #1","42.340271","-71.076205","1899","1","0.04 acres","condominium"
"76 Wareham St #4C, Boston, MA 02118 - Condo For Sale","2395000","2118","SingleFamilyResidence","1673","2","2","76 Wareham St #4C","42.339057","-71.067012","2021","1","No","condominium"
"83 Warren Ave, Boston, MA 02116 - Single-Family Home For Sale","4145000","2116","SingleFamilyResidence","3400","3 / 1","4","83 Warren Ave","42.344817","-71.073257","1890","1","0.03 acres","multi-story"
"180 Telford St #313, Boston, MA 02135 - Condo For Sale","498000","2135","SingleFamilyResidence","502","1","1","180 Telford St #313","42.363603","-71.137889","2018","0","No","condominium"
"77 Fuller St, Boston, MA 02124 - Single-Family Home For Sale","1289000","2124","SingleFamilyResidence","2984","2 / 1","6","77 Fuller St","42.282836","-71.0693","1885","2","0.21 acres","single-family-home"
"17 Willow St + 86 Mt Vernon #0, Boston, MA 02108 - Condo For Sale","15000000","2108","SingleFamilyResidence","7174","6 / 3","7","17 Willow St + 86 Mt Vernon #0","42.357955","-71.068618","1875","2","No","condominium"
"86 Mt Vernon + 17 Willow Street, Boston, MA 02108 - Single-Family Home For Sale","15000000","2108","SingleFamilyResidence","7174","6 / 3","7","86 Mt Vernon + 17 Willow Street","42.357839","-71.068385","1875","2","0.03 acres","single-family-home"
"33 Sleeper St #602, Boston, MA 02210 - Home For Sale","849000","2210","SingleFamilyResidence","845","1","0","33 Sleeper St #602","42.35226","-71.048755","1911","0","2.30 acres","home"
"430 Stuart St #1508, Boston, MA 02116 - Condo For Sale","1679000","2116","SingleFamilyResidence","603","1","0","430 Stuart St #1508","42.348603","-71.075043","2023","0","community-pool","condominium"
"251 Heath St #225, Boston, MA 02130 - Condo For Sale","825000","2130","SingleFamilyResidence","1319","1 / 1","1","251 Heath St #225","42.327696","-71.108551","1900","1","No","condominium"
"318 Fuller St #2, Boston, MA 02124 - Condo For Sale","344900","2124","SingleFamilyResidence","1010","1","3","318 Fuller St #2","42.279874","-71.080256","1910","1","0.02 acres","condominium"
"7 Saybrook St #1, Boston, MA 02135 - Condo For Sale","489000","2135","SingleFamilyResidence","874","1","2","7 Saybrook St #1","42.354837","-71.149349","1870","0","2.30 acres","condominium"
"4 Shelby St #3, Boston, MA 02128 - Condo For Sale","649000","2128","SingleFamilyResidence","845","1","2","4 Shelby St #3","42.381196","-71.027978","1915","0","No","condominium"
"9 Glover Ct #4, Boston, MA 02127 - Condo For Sale","1249000","2127","SingleFamilyResidence","1638","2","3","9 Glover Ct #4","42.331089","-71.056511","2023","1","No","condominium"
"110 Stuart St #26A, Boston, MA 02116 - Condo For Sale","1049000","2116","SingleFamilyResidence","876","1","1","110 Stuart St #26A","42.350935","-71.065594","2009","1","0.02 acres","condominium"
"42 Sedgwick St #2, Jamaica Plain, MA 02130 - Condo For Sale","799000","2130","SingleFamilyResidence","928","2","2","42 Sedgwick St #2","42.30878","-71.113739","1905","0","0.10 acres","condominium"
"1 Dalton St #3206, Boston, MA 02115 - Condo For Sale","2250000","2115","SingleFamilyResidence","897","1 / 1","1","1 Dalton St #3206","42.345665","-71.084036","2019","1","No","condominium"
"192 Marlborough St #2, Boston, MA 02116 - Condo For Sale","6499000","2116","SingleFamilyResidence","3328","4 / 1","4","192 Marlborough St #2","42.352181","-71.080351","1881","2","0.08 acres","condominium"
"2 Avery St #30EF, Boston, MA 02111 - Condo For Sale","10000000","2111","SingleFamilyResidence","4130","5 / 2","5","2 Avery St #30EF","42.35287","-71.062998","2000","3","community-pool","condominium"
"121 Havre St, East Boston, MA 02128 - Condo For Sale","799000","2128","SingleFamilyResidence","1082","2","2","121 Havre St","42.37279","-71.038053","1900","0","No","condominium"
"121 Havre St #2, East Boston, MA 02128 - Condo For Sale","699000","2128","SingleFamilyResidence","1064","2 / 1","2","121 Havre St #2","42.37279","-71.038053","1900","0","community-pool","condominium"
"3 Battery Wharf #3606, Boston, MA 02109 - Home For Sale","2295000","2109","SingleFamilyResidence","1478","2","2","3 Battery Wharf #3606","42.367353","-71.050311","2008","2","0.03 acres","home"
"90 Brooks St #90, Boston, MA 02128 - Condo For Sale","387900","2128","SingleFamilyResidence","613","1","2","90 Brooks St #90","42.377256","-71.034111","1900","1","0.01 acres","condominium"
"21 Wormwood St #405, Boston, MA 02210 - Home For Sale","899000","2210","SingleFamilyResidence","1030","1","1","21 Wormwood St #405","42.347103","-71.050135","1900","1","No","home"
"778 Boylston St #W7-A, Boston, MA 02199 - Condo For Sale","2899000","2199","SingleFamilyResidence","1625","2 / 1","2","778 Boylston St #W7-A","42.348675","-71.082127","2007","1","No","condominium"
"64 E Brookline St #5-6, Boston, MA 02118 - Condo For Sale","2499000","2118","SingleFamilyResidence","2826","2","3","64 E Brookline St #5-6","42.338026","-71.070348","2008","2","No","condominium"
"21 Father Francis Gilday St #107, Boston, MA 02118 - Condo For Sale","1029000","2118","SingleFamilyResidence","1257","2","2","21 Father Francis Gilday St #107","42.337222","-71.073129","1864","1","0.03 acres","condominium"
"19 Fayette St #1, Boston, MA 02116 - Home For Sale","450000","2116","SingleFamilyResidence","394","1","0","19 Fayette St #1","42.349145","-71.06735","9999","0","No","home"
"241 Perkins St #A502, Boston, MA 02130 - Condo For Sale","774900","2130","SingleFamilyResidence","1506","2","2","241 Perkins St #A502","42.32173","-71.12228","1979","1","community-pool","condominium"
"505 Tremont St #415, Boston, MA 02116 - Condo For Sale","2475000","2116","SingleFamilyResidence","1686","2 / 1","2","505 Tremont St #415","42.344967","-71.070588","2003","1","0.04 acres","condominium"
"12 Geneva St, Boston, MA 02128 - Land For Sale","999000","2128","SingleFamilyResidence","0","0","0","12 Geneva St","42.368489","-71.033749","not available","0","0.05 acres","land"
"400 Stuart St #16L, Boston, MA 02116 - Condo For Sale","899000","2116","SingleFamilyResidence","589","1","1","400 Stuart St #16L","42.348908","-71.073778","2009","0","0.01 acres","condominium"
"133 Seaport Blvd #1212, Boston, MA 02210 - Condo For Sale","1199999","2210","SingleFamilyResidence","691","1","1","133 Seaport Blvd #1212","42.350508","-71.043615","2019","1","community-pool","condominium"
"41-43 Chappie St #1, Boston, MA 02129 - Condo For Sale","1289000","2129","SingleFamilyResidence","2253","2 / 1","3","41-43 Chappie St #1","42.383196","-71.068357","2013","0","community-pool","condominium"
"75 Marlborough St #5, Boston, MA 02116 - Condo For Sale","3545000","2116","SingleFamilyResidence","2098","3","5","75 Marlborough St #5","42.353902","-71.07564","1850","0","0.02 acres","condominium"
"30 Dighton St #4, Boston, MA 02135 - Condo For Sale","1539000","2135","SingleFamilyResidence","2014","3","4","30 Dighton St #4","42.348184","-71.154847","2023","0","No","condominium"
"74 Warren Ave #74, Boston, MA 02116 - Condo For Sale","995000","2116","SingleFamilyResidence","940","1","2","74 Warren Ave #74","42.344553","-71.072588","1900","0","0.02 acres","condominium"
"210 South St #103, Boston, MA 02111 - Condo For Sale","799000","2111","SingleFamilyResidence","1119","2","1","210 South St #103","42.34986","-71.057298","1900","1","No","condominium"
"19 Cortes St #8, Boston, MA 02116 - Condo For Sale","799900","2116","SingleFamilyResidence","886","1","2","19 Cortes St #8","42.348374","-71.070503","1900","1","0.02 acres","condominium"
"5 Main St #5, Charlestown, MA 02129 - Condo For Sale","1195000","2129","SingleFamilyResidence","1346","2","3","5 Main St #5","42.379541","-71.064634","1987","0","No","condominium"
"573 Beech St, Boston, MA 02131 - Single-Family Home For Sale","789000","2131","SingleFamilyResidence","2105","2","3","573 Beech St","42.273577","-71.129929","1910","2","0.29 acres","single-family-home"
"110 Sawyer Ave #3, Boston, MA 02125 - Home For Sale","830000","2125","SingleFamilyResidence","1329","2","3","110 Sawyer Ave #3","42.313491","-71.06363","1908","0","No","home"
"151 Tremont St #UL259, Boston, MA 02111 - Land For Sale","59000","2111","SingleFamilyResidence","0","0","0","151 Tremont St #UL259","42.3545","-71.06338","not available","0","2.29 acres","land"
"380 Harrison Ave #1008, Boston, MA 02118 - Condo For Sale","2739000","2118","SingleFamilyResidence","1663","2 / 1","3","380 Harrison Ave #1008","42.343847","-71.063695","2021","1","community-pool","condominium"
"380 Harrison Ave #1014, Boston, MA 02118 - Condo For Sale","899000","2118","SingleFamilyResidence","578","1","0","380 Harrison Ave #1014","42.343847","-71.063695","2021","0","community-pool","condominium"
"150 Quincy St, Boston, MA 02121 - Land For Sale","450000","2121","SingleFamilyResidence","0","0","0","150 Quincy St","42.313742","-71.076537","not available","0","0.10 acres","land"
"20 Lawrence St #1, Boston, MA 02129 - Condo For Sale","799000","2129","SingleFamilyResidence","1155","2","2","20 Lawrence St #1","42.374741","-71.065423","1885","0","No","condominium"
"135 Seaport Blvd #1702, Boston, MA 02210 - Condo For Sale","2425000","2210","SingleFamilyResidence","1279","2 / 1","2","135 Seaport Blvd #1702","42.349975","-71.043532","2018","1","community-pool","condominium"
"1 Charles St S #7A, Boston, MA 02116 - Home For Sale","1450000","2116","SingleFamilyResidence","944","1 / 1","1","1 Charles St S #7A","42.351307","-71.067467","2004","1","No","home"
"50 Chesbrough Rd, Boston, MA 02132 - Single-Family Home For Sale","799000","2132","SingleFamilyResidence","1450","1 / 1","3","50 Chesbrough Rd","42.281626","-71.167016","1940","1","0.09 acres","single-family-home"
"8 Whittier Pl #6A, Boston, MA 02114 - Condo For Sale","519900","2114","SingleFamilyResidence","833","1","1","8 Whittier Pl #6A","42.365484","-71.06728","1964","0","No","condominium"
"326 A St #3B, Boston, MA 02210 - Condo For Sale","2399000","2210","SingleFamilyResidence","1940","2","3","326 A St #3B","42.349371","-71.049371","1889","0","No","condominium"
"180 Commonwealth Ave #24, Boston, MA 02116 - Home For Sale","1030000","2116","SingleFamilyResidence","925","1","2","180 Commonwealth Ave #24","42.351096","-71.079537","1925","0","0.02 acres","home"
"14 Monument St #B, Boston, MA 02129 - Home For Sale","360000","2129","SingleFamilyResidence","352","1","1","14 Monument St #B","42.377621","-71.06028","1899","0","community-pool","home"
"457 W Broadway #503, Boston, MA 02127 - Condo For Sale","1089999","2127","SingleFamilyResidence","891","2","2","457 W Broadway #503","42.335864","-71.046519","2022","1","No","condominium"
"14 Pier 7 #14, Boston, MA 02129 - Condo For Sale","1645000","2129","SingleFamilyResidence","2516","3 / 1","3","14 Pier 7 #14","42.373967","-71.049618","1987","2","No","condominium"
"1 Huntington Ave #603, Boston, MA 02116 - Condo For Sale","4400000","2116","SingleFamilyResidence","2702","3","3","1 Huntington Ave #603","42.348698","-71.078213","2000","2","0.06 acres","condominium"
"42 8th St #3313, Charlestown, MA 02129 - Condo For Sale","735000","2129","SingleFamilyResidence","935","1 / 1","2","42 8th St #3313","42.375045","-71.052655","1899","1","community-pool","condominium"
"16 Bond St, Boston, MA 02118 - Single-Family Home For Sale","3200000","2118","SingleFamilyResidence","3000","2 / 1","3","16 Bond St","42.343415","-71.069613","1890","0","0.03 acres","multi-story"
"1 Dalton St #5303, Boston, MA 02115 - Condo For Sale","3750000","2115","SingleFamilyResidence","1403","2 / 1","2","1 Dalton St #5303","42.345665","-71.084036","2019","1","community-pool","condominium"
"1313 Washington St #102, Boston, MA 02118 - Condo For Sale","2495000","2118","SingleFamilyResidence","2601","2","3","1313 Washington St #102","42.341961","-71.068408","2002","2","0.06 acres","condominium"
"1 Franklin St #5502, Boston, MA 02110 - Condo For Sale","7500000","2110","SingleFamilyResidence","3172","4 / 1","3","1 Franklin St #5502","42.355381","-71.056889","2016","2","community-pool","condominium"
