"address","price","postal_code","residence_type","floor_size","number_of_bathrooms","number_of_bedrooms","street_address","latitude","longitude","year_built","garage","pool","house_type"
"1313 Washington Parking Space, Boston, MA 02118 - Land For Sale","300","2118","SingleFamilyResidence","0","0","0","1313 Washington Parking Space","42.341961","-71.068408","not available","0","No","land"
"350 North St #U404, Boston, MA 02113 - Condo For Sale","1250000","2113","SingleFamilyResidence","1174","2","2","350 North St #U404","42.3655","-71.05199","1986","0","0.03 acres","condominium"
"44 Broadlawn Park #17A, Chestnut Hill, MA 02467 - Condo For Sale","449000","2467","SingleFamilyResidence","915","1","2","44 Broadlawn Park #17A","42.303299","-71.164491","1964","0","community-pool","condominium"
"9 Monument St #9, Boston, MA 02129 - Condo For Sale","2185000","2129","SingleFamilyResidence","2465","5 / 1","4","9 Monument St #9","42.377374","-71.060024","2023","0","No","condominium"
"1313 Washington St #U76-B, Boston, MA 02118 - Land For Sale","70000","2118","SingleFamilyResidence","0","0","0","1313 Washington St #U76-B","42.341961","-71.068408","not available","0","No","land"
"4 Charlesgate E #101, Boston, MA 02215 - Home For Sale","1398000","2215","SingleFamilyResidence","1285","2","2","4 Charlesgate E #101","42.349931","-71.091421","1919","0","0.03 acres","home"
"83 Cambridge St #3, Boston, MA 02129 - Condo For Sale","499000","2129","SingleFamilyResidence","678","1","1","83 Cambridge St #3","42.382949","-71.077749","1875","0","No","condominium"
"274 Beacon St #2R, Boston, MA 02116 - Condo For Sale","2250000","2116","SingleFamilyResidence","1780","2 / 1","2","274 Beacon St #2R","42.353517","-71.080999","1910","1","community-pool","condominium"
"2 Seminary St #2, Boston, MA 02129 - Condo For Sale","615000","2129","SingleFamilyResidence","690","1","1","2 Seminary St #2","42.374745","-71.064498","1900","0","No","condominium"
"240 Devonshire St #5802, Boston, MA 02110 - Condo For Sale","5025000","2110","SingleFamilyResidence","1910","2 / 1","2","240 Devonshire St #5802","42.35458","-71.057112","2023","1","community-pool","condominium"
"42 Lagrange St #42, Boston, MA 02132 - Condo For Sale","579000","2132","SingleFamilyResidence","1264","1 / 1","3","42 Lagrange St #42","42.273907","-71.144998","1929","1","0.03 acres","condominium"
"83 Glendower Rd #1, Boston, MA 02131 - Condo For Sale","750000","2131","SingleFamilyResidence","1515","2 / 1","2","83 Glendower Rd #1","42.275966","-71.131738","9999","2","No","condominium"
"32 Intervale St #32, Boston, MA 02121 - Condo For Sale","630000","2121","SingleFamilyResidence","1411","2","4","32 Intervale St #32","42.311787","-71.079328","2006","0","No","condominium"
"1486 Commonwealth Ave #18, Boston, MA 02135 - Condo For Sale","439000","2135","SingleFamilyResidence","700","1","1","1486 Commonwealth Ave #18","42.346516","-71.140585","1910","0","0.02 acres","condominium"
"127 Hyde Park Ave #B, Boston, MA 02130 - Home For Sale","635000","2130","SingleFamilyResidence","1010","1","2","127 Hyde Park Ave #B","42.297134","-71.115906","2021","1","No","home"
"53 Savannah Ave, Boston, MA 02126 - Single-Family Home For Sale","499000","2126","SingleFamilyResidence","1400","1","3","53 Savannah Ave","42.27636","-71.098657","1962","0","0.10 acres","single-family-home"
"28 Telegraph St #B, South Boston, MA 02127 - Condo For Sale","1259000","2127","SingleFamilyResidence","1883","2 / 1","3","28 Telegraph St #B","42.333083","-71.049614","1875","0","0.03 acres","condominium"
"357 Commercial St #114, Boston, MA 02109 - Condo For Sale","1299000","2109","SingleFamilyResidence","1247","2 / 1","2","357 Commercial St #114","42.366068","-71.050894","1900","0","community-pool","condominium"
"778 Boylston St #W6C, Boston, MA 02199 - Condo For Sale","3350000","2199","SingleFamilyResidence","1589","2 / 1","2","778 Boylston St #W6C","42.348705","-71.081646","2008","1","No","condominium"
"99 Sumner St #601, Boston, MA 02128 - Condo For Sale","680000","2128","SingleFamilyResidence","630","1","1","99 Sumner St #601","42.369784","-71.042288","2020","0","community-pool","condominium"
"100 Shawmut Ave #408, Boston, MA 02118 - Condo For Sale","1249900","2118","SingleFamilyResidence","825","1","1","100 Shawmut Ave #408","42.346582","-71.065599","2021","1","No","condominium"
"18 Fabyan St #1, Boston, MA 02124 - Condo For Sale","529900","2124","SingleFamilyResidence","1500","2","3","18 Fabyan St #1","42.289237","-71.090737","2023","0","No","condominium"
"Open House: 11:00 AM - 1:00 PM at 18 Fabyan St #1","529900","","v","","","","","","","","","",""
"35 Crescent St, Boston, MA 02129 - Single-Family Home For Sale","899999","2129","SingleFamilyResidence","2328","2 / 1","4","35 Crescent St","42.38297","-71.0795","1900","0","0.02 acres","single-family-home"
"ONE Nevins Hill Way #205, Boston, MA 02135 - Condo For Sale","1189000","2135","SingleFamilyResidence","1170","2","2","ONE Nevins Hill Way #205","42.348576","-71.147069","2022","1","No","condominium"
"84 Commonwealth Ave #4, Boston, MA 02116 - Condo For Sale","1575000","2116","SingleFamilyResidence","970","2","2","84 Commonwealth Ave #4","42.352133","-71.075442","1875","0","0.02 acres","condominium"
"31 Wabon St #A, Dorchester, MA 02121 - Condo For Sale","609899","2121","SingleFamilyResidence","1300","2 / 1","3","31 Wabon St #A","42.314889","-71.086498","2023","0","No","condominium"
"472 E 4th St #1, Boston, MA 02127 - Condo For Sale","1100000","2127","SingleFamilyResidence","1310","3","3","472 E 4th St #1","42.334757","-71.046213","1890","0","No","condominium"
"2 Avery St #19E, Boston, MA 02111 - Condo For Sale","5250000","2111","SingleFamilyResidence","3263","3 / 1","3","2 Avery St #19E","42.35287","-71.062998","2000","2","community-pool","condominium"
"188 Brookline Ave #22I, Boston, MA 02215 - Home For Sale","1899000","2215","SingleFamilyResidence","949","2 / 1","2","188 Brookline Ave #22I","42.343819","-71.101727","2018","1","community-pool","home"
"188 Brookline Ave #21G, Boston, MA 02215 - Home For Sale","1199000","2215","SingleFamilyResidence","612","1","1","188 Brookline Ave #21G","42.343819","-71.101727","2018","0","community-pool","home"
"173 Magnolia St #2, Boston, MA 02125 - Condo For Sale","595000","2125","SingleFamilyResidence","1125","2","2","173 Magnolia St #2","42.312926","-71.072924","2023","0","No","condominium"
"2685 Washington St #2685, Boston, MA 02119 - Single-Family Home For Sale","725000","2119","SingleFamilyResidence","1439","2 / 1","3","2685 Washington St #2685","42.323725","-71.089509","2005","1","0.04 acres","multi-story"
"100 Shawmut Ave #1101, Boston, MA 02118 - Condo For Sale","1099900","2118","SingleFamilyResidence","817","1","1","100 Shawmut Ave #1101","42.346684","-71.065655","2021","0","No","condominium"
"120 Bowdoin Ave, Dorchester, MA 02121 - Land For Sale","2899999","2121","SingleFamilyResidence","0","0","0","120 Bowdoin Ave","42.303189","-71.071721","not available","0","0.22 acres","land"
"9 Glover Ct #2, Boston, MA 02127 - Condo For Sale","1225000","2127","SingleFamilyResidence","1638","2","3","9 Glover Ct #2","42.331089","-71.056511","2023","1","No","condominium"
"17 Standard St #4, Boston, MA 02126 - Condo For Sale","664900","2126","SingleFamilyResidence","1221","2","3","17 Standard St #4","42.272392","-71.078199","2023","1","No","condominium"
"28 Browning Ave #1, Boston, MA 02124 - Condo For Sale","589900","2124","SingleFamilyResidence","1013","2","3","28 Browning Ave #1","42.293971","-71.081823","2022","0","No","condominium"
"70 Webster St #1, Boston, MA 02128 - Condo For Sale","759000","2128","SingleFamilyResidence","1509","2","2","70 Webster St #1","42.367221","-71.037924","2015","2","community-pool","condominium"
"21 Grovenor Rd #2, Boston, MA 02130 - Condo For Sale","649999","2130","SingleFamilyResidence","1006","1","2","21 Grovenor Rd #2","42.314595","-71.114987","1910","0","0.02 acres","condominium"
"85 Willow Ct #203, Boston, MA 02125 - Home For Sale","859000","2125","SingleFamilyResidence","1200","2","2","85 Willow Ct #203","42.32484","-71.064148","1920","1","No","home"
"80 Endicott #1, Boston, MA 02113 - Condo For Sale","1365000","2113","SingleFamilyResidence","1502","3","3","80 Endicott #1","42.363946","-71.057431","2023","0","No","condominium"
"11 Bruce St, Boston, MA 02124 - Single-Family Home For Sale","899000","2124","SingleFamilyResidence","1952","2 / 1","6","11 Bruce St","42.28788","-71.059459","1895","0","0.06 acres","single-family-home"
"360 Newbury St #804, Boston, MA 02115 - Condo For Sale","2900000","2115","SingleFamilyResidence","2196","3","3","360 Newbury St #804","42.347934","-71.087755","1918","1","No","condominium"
"423 Marlborough St #1, Boston, MA 02115 - Condo For Sale","925000","2115","SingleFamilyResidence","866","1","2","423 Marlborough St #1","42.350088","-71.089431","1899","0","No","condominium"
"12 Stoneholm St, Boston, MA 02115 - Condo For Sale","1250000","2115","SingleFamilyResidence","1151","2","2","12 Stoneholm St","42.345835","-71.088619","1920","1","community-pool","condominium"
"433 W 4th St #1, Boston, MA 02127 - Condo For Sale","670000","2127","SingleFamilyResidence","885","1 / 1","2","433 W 4th St #1","42.335507","-71.047885","1900","0","No","condominium"
"485-495 Harrison Ave #303, Boston, MA 02118 - Condo For Sale","2099000","2118","SingleFamilyResidence","2020","3","2","485-495 Harrison Ave #303","42.342013","-71.066446","1914","1","0.05 acres","condominium"
"380 Harrison Ave #14E, Boston, MA 02118 - Condo For Sale","3428000","2118","SingleFamilyResidence","1709","3","3","380 Harrison Ave #14E","42.343847","-71.063695","2022","1","community-pool","condominium"
"158 Commercial St #6, Boston, MA 02109 - Condo For Sale","1699000","2109","SingleFamilyResidence","1354","2","3","158 Commercial St #6","42.362567","-71.052326","1910","0","community-pool","condominium"
"2400 Beacon #PH8, Boston, MA 02093 - Condo For Sale","2299000","2093","SingleFamilyResidence","1990","2 / 1","3","2400 Beacon #PH8","42.333649","-71.153059","2006","2","community-pool","condominium"
"Open House: 12:00 PM - 1:15 PM at 2400 Beacon #PH8","2299000","","v","","","","","","","","","",""
"110 Broad St #1101, Boston, MA 02110 - Home For Sale","6195000","2110","SingleFamilyResidence","4054","3 / 1","3","110 Broad St #1101","42.35738","-71.05204","2018","2","No","home"
"566 Commonwealth Ave #302, Boston, MA 02215 - Home For Sale","745000","2215","SingleFamilyResidence","1129","2","2","566 Commonwealth Ave #302","42.348723","-71.098858","1968","1","community-pool","home"
"64 Nelson St, Boston, MA 02124 - Land For Sale","399000","2124","SingleFamilyResidence","0","0","0","64 Nelson St","42.28145","-71.082255","not available","0","0.12 acres","land"
"85 E India Row #14G, Boston, MA 02110 - Condo For Sale","1150000","2110","SingleFamilyResidence","1213","1 / 1","2","85 E India Row #14G","42.358122","-71.049823","1972","1","0.03 acres","condominium"
"85 E India Row #25A, Boston, MA 02110 - Condo For Sale","680000","2110","SingleFamilyResidence","738","1","1","85 E India Row #25A","42.358122","-71.049823","1972","1","0.02 acres","condominium"
"580 Washington St #208, Boston, MA 02111 - Condo For Sale","1795000","2111","SingleFamilyResidence","1684","3","3","580 Washington St #208","42.353249","-71.062333","2013","1","No","condominium"
"300 Pier 4 Blvd #7C, Boston, MA 02210 - Condo For Sale","7500000","2210","SingleFamilyResidence","2255","3 / 1","3","300 Pier 4 Blvd #7C","42.352175","-71.04311","2019","2","No","condominium"
"51 Jeffries St #1, Boston, MA 02128 - Condo For Sale","580000","2128","SingleFamilyResidence","921","2","2","51 Jeffries St #1","42.364233","-71.030159","1900","0","No","condominium"
"135 Seaport Blvd #1901, Boston, MA 02210 - Condo For Sale","2349000","2210","SingleFamilyResidence","1317","2 / 1","2","135 Seaport Blvd #1901","42.349975","-71.043532","2020","2","community-pool","condominium"
"83 Glendower Rd #2, Boston, MA 02131 - Condo For Sale","850000","2131","SingleFamilyResidence","1919","3","3","83 Glendower Rd #2","42.275966","-71.131738","9999","2","0.20 acres","condominium"
"1 Franklin St #PH1F, Boston, MA 02110 - Condo For Sale","3949000","2110","SingleFamilyResidence","1781","2 / 1","2","1 Franklin St #PH1F","42.355726","-71.059514","2016","3","No","condominium"
"684 Massachusetts Ave #5, Boston, MA 02118 - Condo For Sale","885000","2118","SingleFamilyResidence","884","1","2","684 Massachusetts Ave #5","42.335594","-71.075462","1910","1","No","condominium"
"55 Metropolitan Ave, Boston, MA 02131 - Single-Family Home For Sale","950000","2131","SingleFamilyResidence","2973","3 / 1","5","55 Metropolitan Ave","42.28071","-71.132906","1910","1","0.14 acres","single-family-home"
"286 Cambridge St #3, Boston, MA 02114 - Condo For Sale","520000","2114","SingleFamilyResidence","435","1","1","286 Cambridge St #3","42.360973","-71.068149","1899","0","0.01 acres","condominium"
"330 E St #1, Boston, MA 02127 - Condo For Sale","739000","2127","SingleFamilyResidence","1271","1","2","330 E St #1","42.33812","-71.049104","1899","1","No","condominium"
"993 Tremont St #3, Boston, MA 02120 - Condo For Sale","406369","2120","SingleFamilyResidence","674","1","1","993 Tremont St #3","42.337133","-71.084737","2000","1","0.02 acres","condominium"
"80 Bunker Hill St #3, Boston, MA 02129 - Condo For Sale","670000","2129","SingleFamilyResidence","820","2","2","80 Bunker Hill St #3","42.377222","-71.057937","2023","0","No","condominium"
"778 Boylston St #W8G, Boston, MA 02199 - Condo For Sale","1350000","2199","SingleFamilyResidence","1035","1 / 1","1","778 Boylston St #W8G","42.348705","-71.081646","2008","1","No","condominium"
"100 Fulton St #5V, Boston, MA 02109 - Condo For Sale","2499000","2109","SingleFamilyResidence","1591","3","3","100 Fulton St #5V","42.362711","-71.053329","1989","2","0.04 acres","condominium"
"80 Bunker Hill St #1, Boston, MA 02129 - Condo For Sale","649000","2129","SingleFamilyResidence","688","1","3","80 Bunker Hill St #1","42.377222","-71.057937","2023","0","No","condominium"
"624 Hyde Park Ave #A5, Boston, MA 02131 - Condo For Sale","219000","2131","SingleFamilyResidence","606","1","1","624 Hyde Park Ave #A5","42.279057","-71.118766","1963","1","0.01 acres","condominium"
"166 Salem St #3, Boston, MA 02113 - Condo For Sale","699000","2113","SingleFamilyResidence","537","1","2","166 Salem St #3","42.366179","-71.055041","2023","0","No","condominium"
"141 Savin Hill Ave #32C, Boston, MA 02125 - Home For Sale","545875","2125","SingleFamilyResidence","835","1","2","141 Savin Hill Ave #32C","42.309992","-71.052439","1895","1","No","home"
"224 Marlborough St #12, Boston, MA 02116 - Condo For Sale","1995000","2116","SingleFamilyResidence","1696","2","2","224 Marlborough St #12","42.351937","-71.081092","1890","0","No","condominium"
"355 Congress St #404, Boston, MA 02210 - Condo For Sale","959000","2210","SingleFamilyResidence","760","1","1","355 Congress St #404","42.350128","-71.048469","1890","1","community-pool","condominium"
"1 Franklin St #4507, Boston, MA 02110 - Condo For Sale","2200000","2110","SingleFamilyResidence","1423","2 / 1","2","1 Franklin St #4507","42.355715","-71.059183","2016","1","community-pool","condominium"
"20 Tileston St #2M, Boston, MA 02113 - Condo For Sale","1295000","2113","SingleFamilyResidence","1042","2","2","20 Tileston St #2M","42.365285","-71.053785","1905","2","0.02 acres","condominium"
"150 Staniford St #704, Boston, MA 02114 - Home For Sale","799000","2114","SingleFamilyResidence","950","1","2","150 Staniford St #704","42.364127","-71.063662","1997","1","community-pool","home"
"43 Withington St #1, Boston, MA 02124 - Condo For Sale","559900","2124","SingleFamilyResidence","1000","2","2","43 Withington St #1","42.288073","-71.072916","2023","0","No","condominium"
"228 Allandale Rd #2B, Chestnut Hill, MA 02467 - Condo For Sale","1450000","2467","SingleFamilyResidence","2717","2 / 1","2","228 Allandale Rd #2B","42.301583","-71.139251","1989","3","community-pool","condominium"
"70 Brimmer St, Boston, MA 02108 - Land For Sale","512500","2108","SingleFamilyResidence","0","0","0","70 Brimmer St","42.356473","-71.071458","not available","0","No","land"
"135 Seaport Blvd #1208, Boston, MA 02210 - Condo For Sale","1065000","2210","SingleFamilyResidence","664","1","1","135 Seaport Blvd #1208","42.350824","-71.043665","2020","1","community-pool","condominium"
"425 Lagrange St #207, Boston, MA 02132 - Condo For Sale","625000","2132","SingleFamilyResidence","972","2","2","425 Lagrange St #207","42.281012","-71.158949","2023","2","0.62 acres","condominium"
"425 Lagrange St #103, Boston, MA 02132 - Condo For Sale","900000","2132","SingleFamilyResidence","1296","2 / 1","3","425 Lagrange St #103","42.281012","-71.158949","2023","2","0.62 acres","condominium"
"121 E Cottage St #8, Boston, MA 02125 - Condo For Sale","795000","2125","SingleFamilyResidence","1588","2","2","121 E Cottage St #8","42.320884","-71.064891","1895","0","No","condominium"
"11 Wellington St, Boston, MA 02118 - Single-Family Home For Sale","4595000","2118","SingleFamilyResidence","4269","2 / 2","4","11 Wellington St","42.34165","-71.081615","1870","0","0.05 acres","single-family-home"
"6 Whittier Pl #9G, Boston, MA 02114 - Condo For Sale","375000","2114","SingleFamilyResidence","536","1","0","6 Whittier Pl #9G","42.365702","-71.066702","1964","0","community-pool","condominium"
"17A Rushmore St #17A, Brighton, MA 02135 - Condo For Sale","549900","2135","SingleFamilyResidence","650","1","1","17A Rushmore St #17A","42.346149","-71.15538","1920","0","No","condominium"
"22 Buttonwood St #1, Dorchester, MA 02125 - Condo For Sale","615000","2125","SingleFamilyResidence","926","2","2","22 Buttonwood St #1","42.319954","-71.056021","1905","0","0.05 acres","condominium"
"2 Avery St #27F, Boston, MA 02111 - Condo For Sale","1075000","2111","SingleFamilyResidence","884","1 / 1","1","2 Avery St #27F","42.35287","-71.062998","2000","1","0.02 acres","condominium"
"1 Franklin St #PH1D, Boston, MA 02110 - Home For Sale","4495000","2110","SingleFamilyResidence","2198","3 / 1","3","1 Franklin St #PH1D","42.35622","-71.05941","2016","2","community-pool, private-pool","home"
"141 Savin Hill Ave #A32, Boston, MA 02125 - Condo For Sale","549000","2125","SingleFamilyResidence","803","1","2","141 Savin Hill Ave #A32","42.309992","-71.052439","1895","1","0.02 acres","condominium"
"5 Lark St, Boston, MA 02127 - Single-Family Home For Sale","1000000","2127","SingleFamilyResidence","1092","1","4","5 Lark St","42.333667","-71.052782","1900","0","0.04 acres","single-family-home"
"110 Stuart St #J-23, Boston, MA 02116 - Condo For Sale","1165000","2116","SingleFamilyResidence","1112","1 / 1","1","110 Stuart St #J-23","42.350935","-71.065594","2009","0","No","condominium"
"4 Jason Ter, Boston, MA 02127 - Single-Family Home For Sale","1049000","2127","SingleFamilyResidence","1562","2","3","4 Jason Ter","42.331709","-71.044338","1890","0","community-pool","single-family-home"
"156 Porter St #407, Boston, MA 02128 - Condo For Sale","750000","2128","SingleFamilyResidence","985","2","1","156 Porter St #407","42.37199","-71.03372","1912","2","0.02 acres","condominium"
"23 Elmore St #3, Boston, MA 02119 - Home For Sale","695000","2119","SingleFamilyResidence","1781","2","2","23 Elmore St #3","42.320408","-71.091655","2006","1","community-pool","home"
"90 Bigelow #C, Boston, MA 02135 - Condo For Sale","1599000","2135","SingleFamilyResidence","2750","3 / 1","4","90 Bigelow #C","42.355177","-71.168075","2021","2","No","condominium"
"110 Stuart St #23B, Boston, MA 02116 - Home For Sale","3200000","2116","SingleFamilyResidence","1794","2 / 1","2","110 Stuart St #23B","42.350935","-71.065594","2008","1","No","home"
"560 Columbus Ave #2, Boston, MA 02118 - Condo For Sale","750000","2118","SingleFamilyResidence","661","1","1","560 Columbus Ave #2","42.341045","-71.08082","1945","0","0.02 acres","condominium"
"260 Beacon St #10, Boston, MA 02116 - Home For Sale","1125000","2116","SingleFamilyResidence","1030","1 / 1","1","260 Beacon St #10","42.35365","-71.080256","1880","0","0.02 acres","home"
"1 Dalton St #6102, Boston, MA 02115 - Condo For Sale","35000000","2115","SingleFamilyResidence","7557","6 / 2","5","1 Dalton St #6102","42.345665","-71.084036","2020","2","community-pool","condominium"
"57 Hano St, Boston, MA 02134 - Single-Family Home For Sale","625000","2134","SingleFamilyResidence","1374","1 / 1","4","57 Hano St","42.355389","-71.137686","1890","0","0.03 acres","single-family-home"
"249 W Newton St #1, Boston, MA 02116 - Condo For Sale","789500","2116","SingleFamilyResidence","770","1","1","249 W Newton St #1","42.344758","-71.080563","1899","0","No","condominium"
"566 Commonwealth Ave #402, Boston, MA 02215 - Home For Sale","649900","2215","SingleFamilyResidence","1200","2","2","566 Commonwealth Ave #402","42.348723","-71.098858","1968","1","community-pool","home"
"15 Water St, Boston, MA 02122 - Single-Family Home For Sale","879900","2122","SingleFamilyResidence","2261","2","4","15 Water St","42.288763","-71.039547","1880","0","0.05 acres","single-family-home"
"423 Beacon St #2, Boston, MA 02115 - Condo For Sale","4749000","2115","SingleFamilyResidence","2539","3 / 1","3","423 Beacon St #2","42.351398","-71.086453","2017","1","No","condominium"
"40 Traveler St #601, Boston, MA 02118 - Condo For Sale","1375000","2118","SingleFamilyResidence","1349","2 / 1","2","40 Traveler St #601","42.344318","-71.062452","2018","1","No","condominium"
"127 Washington St #2B, Dorchester, MA 02121 - Condo For Sale","499999","2121","SingleFamilyResidence","1130","2","3","127 Washington St #2B","42.304836","-71.080208","1900","0","No","condominium"
"532-34 E Third #5, Boston, MA 02127 - Condo For Sale","1999900","2127","SingleFamilyResidence","2245","2 / 1","3","532-34 E Third #5","42.336572","-71.038367","2023","0","No","condominium"
"120 School St #2, Roxbury, MA 02119 - Condo For Sale","1175000","2119","SingleFamilyResidence","2103","2 / 1","3","120 School St #2","42.315732","-71.100968","2022","1","No","condominium"
"1 Charles St S #601, Boston, MA 02116 - Home For Sale","875000","2116","SingleFamilyResidence","725","1","1","1 Charles St S #601","42.351109","-71.067299","2004","0","0.02 acres","home"
"45 Burnett St #212, Boston, MA 02130 - Condo For Sale","750000","2130","SingleFamilyResidence","1196","2","2","45 Burnett St #212","42.304489","-71.110814","2020","1","community-pool","condominium"
"180 Beacon St #1G, Boston, MA 02116 - Condo For Sale","2100000","2116","SingleFamilyResidence","2220","2 / 1","3","180 Beacon St #1G","42.354554","-71.076776","1966","1","0.05 acres","condominium"
"20 Ufford St #2, Boston, MA 02124 - Condo For Sale","784000","2124","SingleFamilyResidence","2486","2","4","20 Ufford St #2","42.284215","-71.07994","2023","0","No","condominium"
"20 Ufford St #1, Boston, MA 02124 - Condo For Sale","739000","2124","SingleFamilyResidence","2227","3","3","20 Ufford St #1","42.284215","-71.07994","2023","0","No","condominium"
"11 Faneuil St, Boston, MA 02135 - Land For Sale","5575000","2135","SingleFamilyResidence","0","0","0","11 Faneuil St","42.355274","-71.150282","not available","0","0.45 acres","land"
"301 Border St #4D, East Boston, MA 02128 - Condo For Sale","869900","2128","SingleFamilyResidence","1415","2 / 1","3","301 Border St #4D","42.377929","-71.039795","2023","1","No","condominium"
"301 Border St #02, East Boston, MA 02128 - Condo For Sale","619000","2128","SingleFamilyResidence","721","1","1","301 Border St #02","42.377929","-71.039795","2023","0","No","condominium"
"212 Beacon St #1, Boston, MA 02116 - Condo For Sale","3600000","2116","SingleFamilyResidence","1740","2 / 1","3","212 Beacon St #1","42.354134","-71.078306","1900","2","0.04 acres","condominium"
"28 Dix St #3, Boston, MA 02122 - Condo For Sale","625000","2122","SingleFamilyResidence","1160","2","2","28 Dix St #3","42.295466","-71.060339","1895","2","No","condominium"
"16/18 Breck Ave #2, Boston, MA 02135 - Condo For Sale","1169900","2135","SingleFamilyResidence","1900","2 / 1","4","16/18 Breck Ave #2","42.34973","-71.167792","2023","2","community-pool","condominium"
"55 Temple Pl #4, Boston, MA 02111 - Home For Sale","1100000","2111","SingleFamilyResidence","1374","2","2","55 Temple Pl #4","42.354846","-71.061825","1910","0","No","home"
"700 Harrison Ave, Boston, MA 02118 - Land For Sale","100000","2118","SingleFamilyResidence","0","0","0","700 Harrison Ave","42.338404","-71.070437","not available","0","2.29 acres","land"
"1423-1425 Tremont, Boston, MA 02120 - Land For Sale","2500000","2120","SingleFamilyResidence","0","0","0","1423-1425 Tremont","42.331852","-71.096269","not available","0","0.08 acres","land"
"135 Seaport Blvd #PH3B, Boston, MA 02210 - Condo For Sale","5595000","2210","SingleFamilyResidence","2164","2 / 1","2","135 Seaport Blvd #PH3B","42.350824","-71.043665","2020","2","community-pool","condominium"
"133 Seaport Blvd #2201, Boston, MA 02210 - Condo For Sale","1300000","2210","SingleFamilyResidence","682","1","1","133 Seaport Blvd #2201","42.350739","-71.043489","2019","1","community-pool","condominium"
"135 Seaport Blvd #1206, Boston, MA 02210 - Condo For Sale","1739000","2210","SingleFamilyResidence","1013","2","2","135 Seaport Blvd #1206","42.350824","-71.043665","2020","1","community-pool","condominium"
"101 Prince St #1, Boston, MA 02113 - Home For Sale","749000","2113","SingleFamilyResidence","749","1","2","101 Prince St #1","42.365906","-71.056393","1900","0","0.22 acres","home"
"133 Boardman St #3, Boston, MA 02128 - Condo For Sale","649900","2128","SingleFamilyResidence","1090","2","2","133 Boardman St #3","42.391129","-71.012524","2023","1","No","condominium"
"360 Beacon St #1, Boston, MA 02116 - Condo For Sale","6499000","2116","SingleFamilyResidence","4000","4 / 1","4","360 Beacon St #1","42.352318","-71.084885","1926","1","No","condominium"
"50 Hichborn St #212, Brighton, MA 02135 - Condo For Sale","599000","2135","SingleFamilyResidence","507","1","0","50 Hichborn St #212","42.355717","-71.142904","2022","1","0.23 acres","condominium"
"100 Shawmut Ave #703, Boston, MA 02118 - Condo For Sale","2699900","2118","SingleFamilyResidence","1731","2","3","100 Shawmut Ave #703","42.346582","-71.065599","2021","0","No","condominium"
"16 E Cottage St #3, Boston, MA 02125 - Condo For Sale","599000","2125","SingleFamilyResidence","1317","1","2","16 E Cottage St #3","42.321659","-71.070979","1905","1","No","condominium"
"167 Maverick St, Boston, MA 02128 - Land For Sale","1995000","2128","SingleFamilyResidence","0","0","0","167 Maverick St","42.369408","-71.037589","not available","0","0.10 acres","land"
"387 Sumner St #301, East Boston, MA 02128 - Condo For Sale","798000","2128","SingleFamilyResidence","900","2","2","387 Sumner St #301","42.366302","-71.034138","2023","1","No","condominium"
"201 Washington St #3, Boston, MA 02135 - Condo For Sale","1659900","2135","SingleFamilyResidence","1421","2 / 1","3","201 Washington St #3","42.346919","-71.14757","2023","0","community-pool","condominium"
"580 Washington St #511, Boston, MA 02111 - Condo For Sale","995000","2111","SingleFamilyResidence","875","1 / 1","1","580 Washington St #511","42.353249","-71.062333","2013","0","0.02 acres","condominium"
"150 Orleans St #306, Boston, MA 02128 - Condo For Sale","625000","2128","SingleFamilyResidence","948","1","2","150 Orleans St #306","42.370474","-71.03601","1920","1","No","condominium"
"54 Commonwealth Ave #3/4, Boston, MA 02116 - Condo For Sale","8149000","2116","SingleFamilyResidence","3919","3 / 1","4","54 Commonwealth Ave #3/4","42.352567","-71.074128","1986","2","No","condominium"
"9 Arlington St #4, Boston, MA 02116 - Condo For Sale","13000000","2116","SingleFamilyResidence","4158","3 / 1","3","9 Arlington St #4","42.354388","-71.072171","2000","2","0.10 acres","condominium"
"136 Beacon St #9, Boston, MA 02116 - Condo For Sale","3600000","2116","SingleFamilyResidence","2210","2 / 1","3","136 Beacon St #9","42.354999","-71.075236","1870","2","0.05 acres","condominium"
"42 8th St #3401, Boston, MA 02129 - Condo For Sale","829000","2129","SingleFamilyResidence","915","2","2","42 8th St #3401","42.375045","-71.052655","1899","2","0.02 acres","condominium"
"430 Stuart St #33F, Boston, MA 02116 - Condo For Sale","7550000","2116","SingleFamilyResidence","1916","2 / 1","3","430 Stuart St #33F","42.348603","-71.075043","2023","2","community-pool","condominium"
"64 Alpine St #401, Boston, MA 02119 - Condo For Sale","529000","2119","SingleFamilyResidence","710","1","1","64 Alpine St #401","42.325176","-71.08544","2023","0","community-pool","condominium"
"64 Alpine St #203, Boston, MA 02119 - Condo For Sale","499000","2119","SingleFamilyResidence","780","1","1","64 Alpine St #203","42.325164","-71.085442","2023","0","0.13 acres","condominium"
"64 Alpine St #302, Boston, MA 02119 - Condo For Sale","729000","2119","SingleFamilyResidence","885","2","2","64 Alpine St #302","42.325164","-71.085442","2023","0","0.13 acres","condominium"
"18 Evans St #2, Boston, MA 02124 - Condo For Sale","620000","2124","SingleFamilyResidence","1784","2","2","18 Evans St #2","42.282757","-71.077456","2022","0","0.09 acres","condominium"
